case_id,pass_name,section,family,persona,player,response,auto_flags,relevant_0_1,intelligible_0_1,villager_voice_0_1,persona_consistent_0_1,acceptable_0_1,notes
core_001,greedy,core,greeting,Rowan | shepherd | Minoc | cheerful and good-natured,Hello.,hello there,,,,,,,
multi_food_thread_04,greedy,multiturn,food_thread,Elsbeth | baker | Cove | warm and talkative,What about ale?,i have a loaf of bread / it is fresh and sweet,,,,,,,
multi_food_thread_05,greedy,multiturn,food_thread,Elsbeth | baker | Cove | warm and talkative,Thanks for the chat.,no more bread,,,,,,,
multi_insult_apology_01,greedy,multiturn,insult_apology,Finn | guard | Yew | stern and dutiful,You're terrible at your job.,i do my best / that is my job,,,,,,,
multi_insult_apology_02,greedy,multiturn,insult_apology,Finn | guard | Yew | stern and dutiful,"Sorry, that was rude.",no harm done,,,,,,,
multi_insult_apology_03,greedy,multiturn,insult_apology,Finn | guard | Yew | stern and dutiful,Are we square?,nay i know not / but he is still there,,,,,,,
multi_insult_apology_04,greedy,multiturn,insult_apology,Finn | guard | Yew | stern and dutiful,How are you anyway?,i cannot complain,,,,,,,
multi_insult_apology_05,greedy,multiturn,insult_apology,Finn | guard | Yew | stern and dutiful,Goodbye.,have a good day,farewell_miss,,,,,,
multi_threat_recovery_01,greedy,multiturn,threat_recovery,Thalia | sailor | Serpent's Hold | tough and plain-spoken,I'll take your things.,no / go safely,,,,,,,
multi_threat_recovery_02,greedy,multiturn,threat_recovery,Thalia | sailor | Serpent's Hold | tough and plain-spoken,I was only joking.,thou hast not asked for help,,,,,,,
multi_threat_recovery_03,greedy,multiturn,threat_recovery,Thalia | sailor | Serpent's Hold | tough and plain-spoken,No hard feelings?,she is a stranger / she tries to take my things,,,,,,,
multi_threat_recovery_04,greedy,multiturn,threat_recovery,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Busy today?,now go,,,,,,,
multi_threat_recovery_05,greedy,multiturn,threat_recovery,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Farewell.,fare thee well,,,,,,,
multi_confusion_repair_01,greedy,multiturn,confusion_repair,Ulric | carpenter | Yew | particular about your tools,I don't understand.,i have no knowledge of secret magic,,,,,,,
multi_confusion_repair_02,greedy,multiturn,confusion_repair,Ulric | carpenter | Yew | particular about your tools,What do you mean?,i cannot say / i have never learned to read a book from a book,,,,,,,
multi_confusion_repair_03,greedy,multiturn,confusion_repair,Ulric | carpenter | Yew | particular about your tools,I mean your work.,i will teach thee / but i cannot,,,,,,,
multi_confusion_repair_04,greedy,multiturn,confusion_repair,Ulric | carpenter | Yew | particular about your tools,Do you enjoy it?,i do not / it is a mystery to thee,,,,,,,
multi_confusion_repair_05,greedy,multiturn,confusion_repair,Ulric | carpenter | Yew | particular about your tools,Thanks.,no need to teach it,,,,,,,
multi_unknown_followup_01,greedy,multiturn,unknown_followup,Walter | farmer | Britain | talkative,Tell me about ancient magic.,i know nothing of such matters,unknown_without_ignorance,,,,,,
multi_unknown_followup_02,greedy,multiturn,unknown_followup,Walter | farmer | Britain | talkative,So you don't know?,i know a lot of things,,,,,,,
multi_unknown_followup_03,greedy,multiturn,unknown_followup,Walter | farmer | Britain | talkative,Who might know?,i have no knowledge of him,,,,,,,
multi_unknown_followup_04,greedy,multiturn,unknown_followup,Walter | farmer | Britain | talkative,Never mind.,he is not here / he is in the town,,,,,,,
multi_unknown_followup_05,greedy,multiturn,unknown_followup,Walter | farmer | Britain | talkative,Goodbye.,go safely / liaches are for the ancient knights / liaches are for the king / lia,farewell_miss;hit_token_cap,,,,,,
multi_player_name_memory_01,greedy,multiturn,player_name_memory,Silas | cobbler | Vesper | patient,My name is Arthur.,i am called ixagan,,,,,,,
multi_player_name_memory_02,greedy,multiturn,player_name_memory,Silas | cobbler | Vesper | patient,Remember my name.,i am abc,,,,,,,
multi_player_name_memory_03,greedy,multiturn,player_name_memory,Silas | cobbler | Vesper | patient,What name did I tell you?,i have not the name of the tower / the figure fareth in the halls of j,hit_token_cap,,,,,,
multi_player_name_memory_04,greedy,multiturn,player_name_memory,Silas | cobbler | Vesper | patient,"That's right, thanks.",be careful / but thou art welcome,,,,,,,
multi_player_name_memory_05,greedy,multiturn,player_name_memory,Silas | cobbler | Vesper | patient,Bye.,have a good day / the tower is quiet,farewell_miss,,,,,,
multi_player_need_memory_01,greedy,multiturn,player_need_memory,Rachel | healer | Britain | patient and compassionate,I'm hungry.,the inn may have something hot,,,,,,,
multi_player_need_memory_02,greedy,multiturn,player_need_memory,Rachel | healer | Britain | patient and compassionate,Remember that.,i will look after my own,,,,,,,
multi_player_need_memory_03,greedy,multiturn,player_need_memory,Rachel | healer | Britain | patient and compassionate,Nice weather today.,go safely,,,,,,,
multi_player_need_memory_04,greedy,multiturn,player_need_memory,Rachel | healer | Britain | patient and compassionate,What did I tell you I needed?,i have heard but a few rumors / goodbye,,,,,,,
multi_player_need_memory_05,greedy,multiturn,player_need_memory,Rachel | healer | Britain | patient and compassionate,Thanks.,be careful,,,,,,,
multi_identity_correction_01,greedy,multiturn,identity_correction,Rowan | shepherd | Minoc | cheerful and good-natured,Are you Henry?,i am / i am a miner,profession_drift:miner,,,,,,
multi_identity_correction_02,greedy,multiturn,identity_correction,Rowan | shepherd | Minoc | cheerful and good-natured,"No, you're Rowan, right?",i have heard worse,,,,,,,
multi_identity_correction_03,greedy,multiturn,identity_correction,Rowan | shepherd | Minoc | cheerful and good-natured,And you're a shepherd?,i have a good heart / no one i can control,identity_trade_miss,,,,,,
multi_identity_correction_04,greedy,multiturn,identity_correction,Rowan | shepherd | Minoc | cheerful and good-natured,From Minoc?,that is not what a miner know,identity_town_miss,,,,,,
multi_identity_correction_05,greedy,multiturn,identity_correction,Rowan | shepherd | Minoc | cheerful and good-natured,Farewell.,go safely,farewell_miss,,,,,,
multi_modern_chat_01,greedy,multiturn,modern_chat,Isadora | brewer | Trinsic | gentle,Yo.,aye i am listening,,,,,,,
multi_modern_chat_02,greedy,multiturn,modern_chat,Isadora | brewer | Trinsic | gentle,Sup?,aye i know not,,,,,,,
multi_modern_chat_03,greedy,multiturn,modern_chat,Isadora | brewer | Trinsic | gentle,Busy?,,empty,,,,,,
multi_modern_chat_04,greedy,multiturn,modern_chat,Isadora | brewer | Trinsic | gentle,Cool.,,empty,,,,,,
multi_modern_chat_05,greedy,multiturn,modern_chat,Isadora | brewer | Trinsic | gentle,Later.,there is music and fun,,,,,,,
multi_short_commands_01,greedy,multiturn,short_commands,Hilda | beekeeper | Vesper | practical,Wait.,not at all,,,,,,,
multi_short_commands_02,greedy,multiturn,short_commands,Hilda | beekeeper | Vesper | practical,Listen.,what is this,,,,,,,
multi_short_commands_03,greedy,multiturn,short_commands,Hilda | beekeeper | Vesper | practical,Look.,that is the road,,,,,,,
multi_short_commands_04,greedy,multiturn,short_commands,Hilda | beekeeper | Vesper | practical,Never mind.,good / i hope the road thither is long,,,,,,,
multi_short_commands_05,greedy,multiturn,short_commands,Hilda | beekeeper | Vesper | practical,Bye.,go safely,farewell_miss,,,,,,
multi_family_chat_01,greedy,multiturn,family_chat,Greta | farmer | Yew | practical and friendly,Do you have family here?,aye some of my family live close by,,,,,,,
multi_family_chat_02,greedy,multiturn,family_chat,Greta | farmer | Yew | practical and friendly,Are they well?,they have a good time with the family,,,,,,,
multi_family_chat_03,greedy,multiturn,family_chat,Greta | farmer | Yew | practical and friendly,Do you see them often?,they have a good time,,,,,,,
multi_family_chat_04,greedy,multiturn,family_chat,Greta | farmer | Yew | practical and friendly,Do you like living here?,i do not know them / but i like them,,,,,,,
multi_family_chat_05,greedy,multiturn,family_chat,Greta | farmer | Yew | practical and friendly,Goodbye.,have a good time,farewell_miss,,,,,,
multi_social_invite_01,greedy,multiturn,social_invite,Aldric | fisherman | Cove | calm and observant,Want some company?,i have a few loafs / the usual,,,,,,,
multi_social_invite_02,greedy,multiturn,social_invite,Aldric | fisherman | Cove | calm and observant,Care for a drink?,aye a cup of water is fresh and fresh,,,,,,,
multi_social_invite_03,greedy,multiturn,social_invite,Aldric | fisherman | Cove | calm and observant,Been a long day?,and a good meal,,,,,,,
multi_social_invite_04,greedy,multiturn,social_invite,Aldric | fisherman | Cove | calm and observant,Sit a while.,and the loom,,,,,,,
multi_social_invite_05,greedy,multiturn,social_invite,Aldric | fisherman | Cove | calm and observant,I'll leave you to it.,be careful,farewell_miss,,,,,,
multi_player_story_01,greedy,multiturn,player_story,Sybil | cooper | Jhelom | friendly and curious,I walked all night to get here.,then rest when thou canst,,,,,,,
multi_player_story_02,greedy,multiturn,player_story,Sybil | cooper | Jhelom | friendly and curious,My feet hurt.,a good rest is enough,,,,,,,
multi_player_story_03,greedy,multiturn,player_story,Sybil | cooper | Jhelom | friendly and curious,I lost my purse too.,thou dost not care for it,,,,,,,
multi_player_story_04,greedy,multiturn,player_story,Sybil | cooper | Jhelom | friendly and curious,"Still, I made it.",thou dost not,,,,,,,
multi_player_story_05,greedy,multiturn,player_story,Sybil | cooper | Jhelom | friendly and curious,Thanks for listening.,thou art welcome,,,,,,,
multi_light_humor_01,greedy,multiturn,light_humor,Mildred | weaver | Skara Brae | cheerful,Know any jokes?,a joke of a dog and a cat / the dogs and the birds sing,,,,,,,
multi_light_humor_02,greedy,multiturn,light_humor,Mildred | weaver | Skara Brae | cheerful,"That bad, eh?",i hear the dogs sound funny,,,,,,,
multi_light_humor_03,greedy,multiturn,light_humor,Mildred | weaver | Skara Brae | cheerful,Ever laugh at yourself?,that is not what sigils do,,,,,,,
multi_light_humor_04,greedy,multiturn,light_humor,Mildred | weaver | Skara Brae | cheerful,You seem cheerful.,i do not care / i have my own jokes,,,,,,,
multi_light_humor_05,greedy,multiturn,light_humor,Mildred | weaver | Skara Brae | cheerful,See you around.,go safely,farewell_miss,,,,,,
multi_profession_social_01,greedy,multiturn,profession_social,Cedric | leathermaker | Vesper | reserved and skilled,What do you do?,i am a leathermaker,,,,,,,
multi_profession_social_02,greedy,multiturn,profession_social,Cedric | leathermaker | Vesper | reserved and skilled,Do you like it?,i do not know what i do,,,,,,,
multi_profession_social_03,greedy,multiturn,profession_social,Cedric | leathermaker | Vesper | reserved and skilled,Busy today?,safe travels,,,,,,,
multi_profession_social_04,greedy,multiturn,profession_social,Cedric | leathermaker | Vesper | reserved and skilled,Hard on the hands?,,empty,,,,,,
multi_profession_social_05,greedy,multiturn,profession_social,Cedric | leathermaker | Vesper | reserved and skilled,Take care.,goodbye / they tend to thee / error is a gift from the leather,,,,,,,
multi_repeat_consistency_01,greedy,multiturn,repeat_consistency,Quilla | banker | Minoc | boastful and loud,How are you?,aye i cannot complain,,,,,,,
multi_repeat_consistency_02,greedy,multiturn,repeat_consistency,Quilla | banker | Minoc | boastful and loud,How are you?,i can try to be better,,,,,,,
multi_repeat_consistency_03,greedy,multiturn,repeat_consistency,Quilla | banker | Minoc | boastful and loud,What is your name?,i am quorty,identity_name_miss,,,,,,
multi_repeat_consistency_04,greedy,multiturn,repeat_consistency,Quilla | banker | Minoc | boastful and loud,What is your name?,i am quorian,identity_name_miss,,,,,,
multi_repeat_consistency_05,greedy,multiturn,repeat_consistency,Quilla | banker | Minoc | boastful and loud,Goodbye.,farewell / but i am glad i could help,,,,,,,
multi_topic_switch_01,greedy,multiturn,topic_switch,Clara | alchemist | Moonglow | curious but humble,How is your work?,i am well i thank thee,,,,,,,
multi_topic_switch_02,greedy,multiturn,topic_switch,Clara | alchemist | Moonglow | curious but humble,Nice weather today.,and thou as well,,,,,,,
multi_topic_switch_03,greedy,multiturn,topic_switch,Clara | alchemist | Moonglow | curious but humble,I'm hungry.,stay in the forest for a while,,,,,,,
multi_topic_switch_04,greedy,multiturn,topic_switch,Clara | alchemist | Moonglow | curious but humble,Anything happening in town?,i am safe here,,,,,,,
multi_topic_switch_05,greedy,multiturn,topic_switch,Clara | alchemist | Moonglow | curious but humble,Farewell.,fare thee well,,,,,,,
multi_contradiction_thread_01,greedy,multiturn,contradiction_thread,Gareth | hunter | Minoc | blunt and patient,You said the town was quiet.,aye beasts / i have heard worse,,,,,,,
multi_contradiction_thread_02,greedy,multiturn,contradiction_thread,Gareth | hunter | Minoc | blunt and patient,Now you say it's busy.,i have heard nothing worth talking to,,,,,,,
multi_contradiction_thread_03,greedy,multiturn,contradiction_thread,Gareth | hunter | Minoc | blunt and patient,Which is it?,i cannot say / the town is quiet,,,,,,,
multi_contradiction_thread_04,greedy,multiturn,contradiction_thread,Gareth | hunter | Minoc | blunt and patient,Never mind.,there is no need of elm / i have my own,,,,,,,
multi_contradiction_thread_05,greedy,multiturn,contradiction_thread,Gareth | hunter | Minoc | blunt and patient,Goodbye.,go safely,farewell_miss,,,,,,
multi_refusal_thread_01,greedy,multiturn,refusal_thread,Tobias | mason | Skara Brae | quiet and steady,Give me all your money.,nay / my coin is mine,,,,,,,
multi_refusal_thread_02,greedy,multiturn,refusal_thread,Tobias | mason | Skara Brae | quiet and steady,"Come on, hand it over.",i have no coin to give,,,,,,,
multi_refusal_thread_03,greedy,multiturn,refusal_thread,Tobias | mason | Skara Brae | quiet and steady,I'll take it then.,and thou wilt have no coin,,,,,,,
multi_refusal_thread_04,greedy,multiturn,refusal_thread,Tobias | mason | Skara Brae | quiet and steady,"Sorry, I went too far.",no more,,,,,,,
multi_refusal_thread_05,greedy,multiturn,refusal_thread,Tobias | mason | Skara Brae | quiet and steady,Farewell.,go safely,farewell_miss,,,,,,
